Year,Title
2005,proto-value functions: developmental reinforcement learning.
2005,the cross entropy method for classification.
2005,bounded real-time dynamic programming: rtdp with monotone upper bounds and performance guarantees.
2005,comparing clusterings: an axiomatic view.
2005,weighted decomposition kernels.
2005,high speed obstacle avoidance using monocular vision and reinforcement learning.
2005,dynamic preferences in multi-criteria reinforcement learning.
2005,learning first-order probabilistic models with combining rules.
2005,an efficient method for simplifying support vector machines.
2005,predicting good probabilities with supervised learning.
2005,recycling data for multi-agent learning.
2005,a graphical model for chord progressions embedded in a psychoacoustic space.
2005,q-learning of sequential attention for visual object recognition from informative local descriptors.
2005,discriminative versus generative parameter and structure learning of bayesian network classifiers.
2005,optimizing abstaining classifiers using roc analysis.
2005,independent subspace analysis using geodesic spanning trees.
2005,"a model for handling approximate, noisy or incomplete labeling in text classification."
2005,healing the relevance vector machine through augmentation.
2005,supervised versus multiple instance learning: an empirical comparison.
2005,generalized skewing for functions with continuous and nominal attributes.
2005,fast maximum margin matrix factorization for collaborative prediction.
2005,coarticulation: an approach for generating concurrent plans in markov decision processes.
2005,why skewing works: learning difficult boolean functions with greedy tree learners.
2005,integer linear programming inference for conditional random fields.
2005,learning hierarchical multi-category text classification models.
2005,expectation maximization algorithms for conditional likelihoods.
2005,estimating and computing density based distance metrics.
2005,supervised dimensionality reduction using mixture models.
2005,object correspondence as a machine learning problem.
2005,analysis and extension of spectral methods for nonlinear dimensionality reduction.
2005,non-negative tensor factorization with applications to statistics and computer vision.
2005,fast inference and learning in large-state-space hmms.
2005,new d-separation identification results for learning continuous latent variable models.
2005,identifying useful subgoals in reinforcement learning by local graph partitioning.
2005,beyond the point cloud: from transductive to semi-supervised learning.
